GameID,SessionID,UserID,TimeStamp,EventType,Params
Neon_Rider,8639152498992211778,9fbd299512798c14abc9a31cde5ebe89,1681746466,Init Session
Neon_Rider,8639152498992211778,9fbd299512798c14abc9a31cde5ebe89,1681746474,Parry
Neon_Rider,8639152498992211778,9fbd299512798c14abc9a31cde5ebe89,1681746475,Parry
Neon_Rider,8639152498992211778,9fbd299512798c14abc9a31cde5ebe89,1681746476,RedPowerUpObtained
Neon_Rider,8639152498992211778,9fbd299512798c14abc9a31cde5ebe89,1681746476,Parry
Neon_Rider,8639152498992211778,9fbd299512798c14abc9a31cde5ebe89,1681746477,Parry
Neon_Rider,8639152498992211778,9fbd299512798c14abc9a31cde5ebe89,1681746477,Parry
Neon_Rider,8639152498992211778,9fbd299512798c14abc9a31cde5ebe89,1681746478,RedPowerUpObtained
Neon_Rider,8639152498992211778,9fbd299512798c14abc9a31cde5ebe89,1681746478,Parry
Neon_Rider,8639152498992211778,9fbd299512798c14abc9a31cde5ebe89,1681746479,Parry
Neon_Rider,8639152498992211778,9fbd299512798c14abc9a31cde5ebe89,1681746480,Parry
Neon_Rider,8639152498992211778,9fbd299512798c14abc9a31cde5ebe89,1681746481,RedPowerUpObtained
Neon_Rider,8639152498992211778,9fbd299512798c14abc9a31cde5ebe89,1681746481,Parry
Neon_Rider,8639152498992211778,9fbd299512798c14abc9a31cde5ebe89,1681746487,Parry
Neon_Rider,8639152498992211778,9fbd299512798c14abc9a31cde5ebe89,1681746488,Parry
Neon_Rider,8639152498992211778,9fbd299512798c14abc9a31cde5ebe89,1681746489,RedPowerUpObtained
Neon_Rider,8639152498992211778,9fbd299512798c14abc9a31cde5ebe89,1681746489,Parry
Neon_Rider,8639152498992211778,9fbd299512798c14abc9a31cde5ebe89,1681746498,Finish Session
